,Position,Salary Estimate,Rating,Organization,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
647,DATA SCIENTIST / MACHINE LEARNING EXPERT,₹480K - ₹960K (Glassdoor Est.),-1,"Spectrus
4.0",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
648,Senior Data Scientist,₹480K - ₹960K (Glassdoor Est.),-1,Samaira HR Solutions,Thāne,-1,-1,-1,-1,-1,-1,-1,-1
649,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Lionbridge Technologies
3.5",Mumbai,-1,5001 to 10000 Employees,1996,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),-1
650,Data Engineer - Data Sciences,₹480K - ₹960K (Glassdoor Est.),-1,"GEP
3.8",Maharashtra,-1,1001 to 5000 Employees,1999,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
651,Data Engineer - Data Sciences,₹480K - ₹960K (Glassdoor Est.),-1,"GEP
3.8",Maharashtra,-1,-1,-1,-1,-1,-1,-1,-1
652,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Lakshmi North East Solutions
5.0",Guwahati,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
653,Sr. Data Scientist,₹480K - ₹960K (Glassdoor Est.),-1,Copiousminds,Mumbai,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
654,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Q-Dat IT Solutions
5.0",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
655,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Q-Dat IT Solutions
5.0",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
656,Scientist- Fermentation,₹480K - ₹960K (Glassdoor Est.),-1,"String Bio
4.7",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
657,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Dvdasjobs
4.2",Surat,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
658,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Universal Stream Solution
5.0",Ahmedabad,-1,1 to 50 Employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
659,Data Science – Manager – SQL,₹480K - ₹960K (Glassdoor Est.),-1,"Philips
3.9",Chennai,-1,10000+ Employees,1891,Company - Public,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1
660,Data Analyst/ Scientist,₹480K - ₹960K (Glassdoor Est.),-1,ANI Calls India Private Limited,Noida,-1,-1,-1,-1,-1,-1,-1,-1
661,Data Analyst/ Scientist,₹480K - ₹960K (Glassdoor Est.),-1,ANI Calls India Private Limited,Noida,-1,-1,-1,-1,-1,-1,-1,-1
662,Lead Data Scientist COE-(H/F),₹480K - ₹960K (Glassdoor Est.),-1,"Société Générale
3.6",Bangalore,-1,10000+ Employees,1864,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
663,India GIC - Data Scientist II,₹480K - ₹960K (Glassdoor Est.),-1,"General Mills
4.0",Maharashtra,-1,10000+ Employees,1866,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
664,Data Engineer,₹480K - ₹960K (Glassdoor Est.),-1,"Aktana
3.5",Pune,-1,201 to 500 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1
665,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Proziod Analytics
4.8",Bangalore,-1,1 to 50 Employees,2016,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
666,Data Scientist Leader,₹480K - ₹960K (Glassdoor Est.),-1,"abc consultants
4.1",Noida,-1,201 to 500 Employees,1969,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
667,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
668,Senior Auditor - Data Science,₹480K - ₹960K (Glassdoor Est.),-1,"Snowflake
4.2",Pune,-1,1001 to 5000 Employees,2012,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
669,Junior Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Cognizant
3.7",Calcutta,-1,10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD),-1
670,Data Analyst 2,₹480K - ₹960K (Glassdoor Est.),-1,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
671,Data Analyst,₹444K - ₹676K (Glassdoor Est.),-1,"Barclays
4.1",Chennai,-1,10000+ Employees,1690,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
672,Data Analyst 2,₹444K - ₹676K (Glassdoor Est.),-1,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
673,Data Scientist/Language Engineer II,₹444K - ₹676K (Glassdoor Est.),-1,"ADCI - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
674,Data Science Manager – Print Analytics,₹444K - ₹676K (Glassdoor Est.),-1,HP,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
675,Lead Data Scientist,₹444K - ₹676K (Glassdoor Est.),-1,"Aleron
3.2",Bangalore,-1,10000+ Employees,1957,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
676,Data Analyst,₹444K - ₹676K (Glassdoor Est.),-1,"EPAM Systems
4.1",India,-1,10000+ Employees,1993,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
677,Data Analyst,₹444K - ₹676K (Glassdoor Est.),-1,"EPAM Systems
4.1",India,-1,-1,-1,-1,-1,-1,-1,-1
678,Machine Learning Engineer,₹444K - ₹676K (Glassdoor Est.),-1,"umlaut AG
3.6",Bangalore,-1,1001 to 5000 Employees,1996,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
679,Senior Data Analyst,₹444K - ₹676K (Glassdoor Est.),-1,"Swiss Re
3.9",Bangalore,-1,10000+ Employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),-1
680,Principal Data Scientist,₹444K - ₹676K (Glassdoor Est.),-1,"Kimberly-Clark
4.0",Bangalore,-1,10000+ Employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
681,Manager - Data Scientist,₹444K - ₹676K (Glassdoor Est.),-1,"Golden Opportunities
4.5",Chennai,-1,51 to 200 Employees,-1,Company - Private,Metals Brokers,Mining & Metals,Less than $1 million (USD),-1
682,Senior Manager - Data Scientist,₹444K - ₹676K (Glassdoor Est.),-1,"Michelin
3.9",Pune,-1,10000+ Employees,1889,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),-1
683,Senior Data Analyst,₹444K - ₹676K (Glassdoor Est.),-1,"FIS
3.8",Bangalore,-1,10000+ Employees,1968,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD),-1
684,Senior Bioinformatics Scientist - Mumbai,₹444K - ₹676K (Glassdoor Est.),-1,"SRL Diagnostic
4.0",Mumbai,-1,1001 to 5000 Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1
685,Senior Bioinformatics Scientist - Mumbai,₹444K - ₹676K (Glassdoor Est.),-1,"SRL Diagnostic
4.0",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
686,Principal Data Scientist,₹444K - ₹676K (Glassdoor Est.),-1,Britive,Bangalore,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
687,Senior Data Engineer -,₹444K - ₹676K (Glassdoor Est.),-1,"Xento
3.9",Pune,-1,501 to 1000 Employees,2007,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
688,"Data Scientist, Machine Learning",₹444K - ₹676K (Glassdoor Est.),-1,Fractal.ai,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
689,Data Analyst,₹444K - ₹676K (Glassdoor Est.),-1,DoptitAI,Cochin,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
690,Analyst - Data Science,₹444K - ₹676K (Glassdoor Est.),-1,"Nuware Systems
3.6",Bangalore,-1,51 to 200 Employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
691,Analyst - Data Science,₹444K - ₹676K (Glassdoor Est.),-1,"Nuware Systems
3.6",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
692,Data Scientist | Kolkata | 2 to 4 years,₹444K - ₹676K (Glassdoor Est.),-1,"PNR Software Solutions
1.0",Calcutta,-1,51 to 200 Employees,-1,Contract,-1,-1,Less than $1 million (USD),-1
693,Data Scientist | Kolkata | 2 to 4 years,₹444K - ₹676K (Glassdoor Est.),-1,"PNR Software Solutions
1.0",Calcutta,-1,-1,-1,-1,-1,-1,-1,-1
694,Quantitative Research,₹444K - ₹676K (Glassdoor Est.),-1,"CapitalVia
4.2",Indore,-1,201 to 500 Employees,2006,Company - Public,Financial Analytics & Research,Finance,$100 to $500 million (USD),-1
695,Quantitative Research,₹444K - ₹676K (Glassdoor Est.),-1,"CapitalVia
4.2",Indore,-1,-1,-1,-1,-1,-1,-1,-1
696,Machine Learning Engineer,₹444K - ₹676K (Glassdoor Est.),-1,"Quantrium Tech
3.6",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
697,Sr. Data Scientist,₹444K - ₹676K (Glassdoor Est.),-1,Claim Genius Making touchless claims a reality,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
698,Senior Analyst-Data Scientist-Deloitte Insights-Hyderabad,₹444K - ₹676K (Glassdoor Est.),-1,"Deloitte
3.9",Hyderābād,-1,10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),-1
699,Senior Analyst-Data Scientist-Deloitte Insights-Hyderabad,₹444K - ₹676K (Glassdoor Est.),-1,"Deloitte
3.9",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
700,Data Analyst,₹444K - ₹676K (Glassdoor Est.),-1,"Financial Express
2.8",Chennai,-1,10000+ Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
701,Data Analyst,₹167K - ₹279K (Glassdoor Est.),-1,"eminenture
3.6",New Delhi,-1,51 to 200 Employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
702,Data Analyst,₹167K - ₹279K (Glassdoor Est.),-1,"Trane Technologies
4.6",Bangalore,-1,5001 to 10000 Employees,2020,Company - Public,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
703,Data Scientist /software,₹167K - ₹279K (Glassdoor Est.),-1,ANI Calls India Private Limited,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
704,Senior Deep Learning Data Scientist,₹167K - ₹279K (Glassdoor Est.),-1,"Number Theory
1.0",Gurgaon,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
705,Lead Data Modeler,₹167K - ₹279K (Glassdoor Est.),-1,"Enquero Inc
3.9",Hyderābād,-1,501 to 1000 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
706,Lead Data Scientist,₹167K - ₹279K (Glassdoor Est.),-1,"Wolters Kluwer
3.4",Maharashtra,-1,10000+ Employees,1836,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),-1
707,Senior Data Analyst,₹167K - ₹279K (Glassdoor Est.),-1,"Khoros, LLC
3.7",Bangalore,-1,501 to 1000 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
708,Data Science,₹167K - ₹279K (Glassdoor Est.),-1,"XenonStack
3.8",SAS Nagar,-1,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
709,Business Analyst - Data Scientist,₹167K - ₹279K (Glassdoor Est.),-1,"Mitel
3.2",Bangalore,-1,1001 to 5000 Employees,1973,Company - Private,Telecommunications Services,Telecommunications,$1 to $2 billion (USD),-1
710,Analyst - Data Science,₹167K - ₹279K (Glassdoor Est.),-1,"Merkle Sokrati
3.5",Pune,-1,501 to 1000 Employees,2009,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
711,Data Analyst (SQL),₹167K - ₹279K (Glassdoor Est.),-1,"Casepoint
3.2",Surat,-1,51 to 200 Employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
712,SSE – Machine Learning Engineer,₹167K - ₹279K (Glassdoor Est.),-1,"Wibmo
2.9",Bangalore,-1,501 to 1000 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
713,SERM Scientist,₹167K - ₹279K (Glassdoor Est.),-1,"GSK
4.0",Bangalore,-1,10000+ Employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
714,Applied Scientist II,₹167K - ₹279K (Glassdoor Est.),-1,"Microsoft
4.4",Bangalore,-1,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
715,Data Analyst,₹167K - ₹279K (Glassdoor Est.),-1,"Lymbyc Solutions
3.5",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
716,Data Engineer- Hyderabad,₹167K - ₹279K (Glassdoor Est.),-1,"Maxo Tech Solutions LLC
4.6",Bangalore,-1,51 to 200 Employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
717,Data Engineer- Hyderabad,₹167K - ₹279K (Glassdoor Est.),-1,"Maxo Tech Solutions LLC
4.6",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
718,Sr. Engineer - Data Scientist,₹167K - ₹279K (Glassdoor Est.),-1,"Seagate Technology
3.6",Pune,-1,10000+ Employees,1979,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
719,Sr. Engineer - Data Scientist,₹167K - ₹279K (Glassdoor Est.),-1,"Seagate Technology
3.6",Pune,-1,-1,-1,-1,-1,-1,-1,-1
720,Data Analyst,₹167K - ₹279K (Glassdoor Est.),-1,"Engineering manufacturing company
3.1",Vadodara,-1,51 to 200 Employees,1946,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
721,Data Analyst,₹167K - ₹279K (Glassdoor Est.),-1,"Engineering manufacturing company
3.1",Vadodara,-1,-1,-1,-1,-1,-1,-1,-1
722,Principal Data Scientist,₹167K - ₹279K (Glassdoor Est.),-1,"Signify
3.7",Bangalore,-1,10000+ Employees,1891,Company - Public,Consumer Products Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
723,Principal Data Scientist,₹167K - ₹279K (Glassdoor Est.),-1,"Signify
3.7",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
724,Senior Scientist – Fermentation Development,₹167K - ₹279K (Glassdoor Est.),-1,"String Bio
4.7",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
725,India Market Unit - Data Engineer Analyst - (Level 11),₹167K - ₹279K (Glassdoor Est.),-1,"Accenture
3.9",Ahmedabad,-1,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
726,Senior Scientist - Analytical,₹167K - ₹279K (Glassdoor Est.),-1,"String Bio
4.7",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
727,Data Analyst,₹167K - ₹279K (Glassdoor Est.),-1,"Datamatics
3.1",Mumbai,-1,5001 to 10000 Employees,1987,Company - Public,IT Services,Information Technology,$25 to $50 million (USD),-1
728,Data Science | 6 to 9 years |,₹167K - ₹279K (Glassdoor Est.),-1,"Capgemini
4.0",Chennai,-1,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
729,Data Science | 6 to 9 years |,₹167K - ₹279K (Glassdoor Est.),-1,"Capgemini
4.0",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
730,Data Analyst,₹167K - ₹279K (Glassdoor Est.),-1,"PharmEasy
4.1",Bangalore,-1,1001 to 5000 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
731,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,"Hitwicket
4.1",Hyderābād,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
732,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,"PharmEasy
4.1",Bangalore,-1,1001 to 5000 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
733,DATA SCIENTIST /,₹329K - ₹461K (Glassdoor Est.),-1,"HelloLeads
5.0",Tiruchchirāppalli,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
734,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,"Multi-Act
4.1",Mumbai,-1,51 to 200 Employees,-1,Company - Private,Investment Banking & Asset Management,Finance,Less than $1 million (USD),-1
735,Machine Learning Engineer,₹329K - ₹461K (Glassdoor Est.),-1,EzappSolution,Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
736,"ESG Data Strategy, Data Scientist – Alternative Data",₹329K - ₹461K (Glassdoor Est.),-1,"Institutional Shareholder Services
3.7",Mumbai,-1,201 to 500 Employees,1985,Subsidiary or Business Segment,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1
737,Data Science AI ML NLP Consultant - Gurgaon,₹329K - ₹461K (Glassdoor Est.),-1,"ChampionsIT
3.9",New Delhi,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
738,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,"Polaris Inc.
3.6",Bangalore,-1,10000+ Employees,1954,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
739,Decision Analytics Consultant,₹329K - ₹461K (Glassdoor Est.),-1,"ZS Associates
3.9",Pune,-1,5001 to 10000 Employees,1983,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
740,Speech Scientist,₹329K - ₹461K (Glassdoor Est.),-1,"Cerence
3.9",Pune,-1,1001 to 5000 Employees,2019,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
741,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,"BuzzBoard
4.0",Hyderābād,-1,51 to 200 Employees,2014,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
742,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,"Ariprus
4.0",Mumbai,-1,1 to 50 Employees,2016,Unknown,IT Services,Information Technology,Unknown / Non-Applicable,-1
743,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,"Indium Software
4.0",Chennai,-1,501 to 1000 Employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
744,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,"GSK
4.0",Bangalore,-1,10000+ Employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
745,Data Scientist - Image and Video Analytics,₹329K - ₹461K (Glassdoor Est.),-1,"ABB
4.0",Bangalore,-1,10000+ Employees,1883,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
746,Data Scientist - Image and Video Analytics,₹329K - ₹461K (Glassdoor Est.),-1,"ABB
4.0",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
747,Speech Scientist - Dialog,₹329K - ₹461K (Glassdoor Est.),-1,"Cerence
3.9",Pune,-1,1001 to 5000 Employees,2019,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
748,Scientific Research – Data Scientist – R&D,₹329K - ₹461K (Glassdoor Est.),-1,CareerXperts,Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
749,Scientific Research – Data Scientist – R&D,₹329K - ₹461K (Glassdoor Est.),-1,CareerXperts,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
750,CIEL/SEL/15261: Data Scientist,₹329K - ₹461K (Glassdoor Est.),-1,"CIEL HR Services
4.3",Bangalore,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
751,Machine Learning Engineer,₹329K - ₹461K (Glassdoor Est.),-1,"Grid Logic Software Private Limited
4.7",Hyderābād,-1,501 to 1000 Employees,2010,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
752,Machine Learning Engineer,₹329K - ₹461K (Glassdoor Est.),-1,"Grid Logic Software Private Limited
4.7",Hyderābād,-1,1001 to 5000 Employees,2005,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
